Country Code,Country Name,Region,Domain,Slope,Intercept,R2,SE_Pred_2030,Backtest_RMSE
NIC,Nicaragua,Central America & Caribbean,Food Security,0.002978,-5.441379,0.1941,0.025557,0.0731
NIC,Nicaragua,Central America & Caribbean,Healthcare,0.003448,-6.729785,0.1746,0.031571,0.0653
NIC,Nicaragua,Central America & Caribbean,Political Stability,-0.002859,6.303591,0.1335,0.030671,0.066
NLD,Netherlands,Europe,Climate & Energy,0.002467,-4.305073,0.2387,0.018554,0.092
NLD,Netherlands,Europe,Digital Infrastructure,0.025363,-50.261621,0.7229,0.066135,0.0978
NLD,Netherlands,Europe,Economic Fragility,-0.000155,1.034459,0.0028,0.012288,0.0635
NLD,Netherlands,Europe,Food Security,-0.002003,4.826397,0.1685,0.018736,0.0731
NLD,Netherlands,Europe,Healthcare,0.002969,-5.595082,0.5098,0.012259,0.0653
NLD,Netherlands,Europe,Political Stability,-0.005448,11.796244,0.5031,0.022804,0.066
NOR,Norway,Europe,Climate & Energy,0.000188,0.309828,0.1242,0.002106,0.092
NOR,Norway,Europe,Digital Infrastructure,0.026403,-52.34496,0.8214,0.051845,0.0978
NOR,Norway,Europe,Economic Fragility,8.6e-05,0.550125,0.0026,0.007071,0.0635
NOR,Norway,Europe,Food Security,-0.002115,5.098911,0.3144,0.013152,0.0731
NOR,Norway,Europe,Healthcare,0.002357,-4.339074,0.5416,0.009132,0.0653
NOR,Norway,Europe,Political Stability,-0.004222,9.378719,0.5953,0.014659,0.066
NPL,Nepal,South Asia,Climate & Energy,0.006179,-11.879391,0.542,0.02392,0.092
NPL,Nepal,South Asia,Digital Infrastructure,0.016012,-32.095317,0.7153,0.04254,0.0978
NPL,Nepal,South Asia,Economic Fragility,-0.000299,1.292653,0.0111,0.011884,0.0635
NPL,Nepal,South Asia,Food Security,0.003775,-6.939023,0.1008,0.04747,0.0731
NPL,Nepal,South Asia,Healthcare,0.002968,-5.87408,0.6328,0.00952,0.0653
NPL,Nepal,South Asia,Political Stability,0.017537,-34.911709,0.7562,0.041937,0.066
NZL,New Zealand,Oceania,Climate & Energy,0.001646,-2.631105,0.2322,0.012605,0.092
NZL,New Zealand,Oceania,Digital Infrastructure,0.027806,-55.307381,0.9288,0.032418,0.0978
NZL,New Zealand,Oceania,Economic Fragility,0.000149,0.412557,0.0075,0.007241,0.0635
NZL,New Zealand,Oceania,Food Security,-0.002396,5.634206,0.2744,0.016405,0.0731
NZL,New Zealand,Oceania,Healthcare,0.001963,-3.62432,0.5713,0.00716,0.0653
NZL,New Zealand,Oceania,Political Stability,0.001748,-2.602048,0.2021,0.014623,0.066
OMN,Oman,Middle East,Climate & Energy,0.004155,-7.665073,0.3416,0.024291,0.092
OMN,Oman,Middle East,Digital Infrastructure,0.03014,-60.328669,0.9508,0.028867,0.0978
OMN,Oman,Middle East,Economic Fragility,0.003084,-5.50207,0.1205,0.035081,0.0635
OMN,Oman,Middle East,Food Security,0.00652,-12.426218,0.1448,0.066721,0.0731
OMN,Oman,Middle East,Healthcare,0.000771,-1.415391,0.1132,0.009085,0.0653
OMN,Oman,Middle East,Political Stability,-0.005597,12.037887,0.6335,0.017925,0.066
PAK,Pakistan,South Asia,Climate & Energy,0.003653,-6.802024,0.6598,0.011048,0.092
PAK,Pakistan,South Asia,Digital Infrastructure,0.004719,-9.42118,0.8008,0.009853,0.0978
PAK,Pakistan,South Asia,Economic Fragility,-0.000495,1.679886,0.0365,0.010704,0.0635
PAK,Pakistan,South Asia,Food Security,0.001707,-2.784196,0.0606,0.028314,0.0731
PAK,Pakistan,South Asia,Healthcare,0.001557,-3.071148,0.5531,0.005895,0.0653
PAK,Pakistan,South Asia,Political Stability,-0.005015,10.245782,0.1159,0.05834,0.066
PAN,Panama,Central America & Caribbean,Climate & Energy,0.002464,-4.316056,0.4351,0.011823,0.092
PAN,Panama,Central America & Caribbean,Digital Infrastructure,0.023808,-47.604134,0.9716,0.017136,0.0978
PAN,Panama,Central America & Caribbean,Economic Fragility,0.000549,-0.415266,0.0053,0.031802,0.0635
PAN,Panama,Central America & Caribbean,Food Security,0.005288,-9.911135,0.184,0.0469,0.0731
PAN,Panama,Central America & Caribbean,Healthcare,0.002216,-4.232172,0.4393,0.010544,0.0653
PAN,Panama,Central America & Caribbean,Political Stability,0.002101,-3.578123,0.1224,0.023695,0.066
PER,Peru,South America,Climate & Energy,0.006228,-11.938391,0.8885,0.009291,0.092
PER,Peru,South America,Digital Infrastructure,0.019719,-39.420545,0.981,0.011543,0.0978
PER,Peru,South America,Economic Fragility,0.000841,-0.991718,0.0282,0.020792,0.0635
PER,Peru,South America,Food Security,0.008003,-15.385839,0.5028,0.033514,0.0731
PER,Peru,South America,Healthcare,-0.000244,0.664505,0.0104,0.010041,0.0653
PER,Peru,South America,Political Stability,0.00819,-16.007503,0.6856,0.023359,0.066
PHL,Philippines,East Asia,Climate & Energy,0.003559,-6.624906,0.7098,0.009584,0.092
PHL,Philippines,East Asia,Digital Infrastructure,0.019523,-39.087779,0.8866,0.02941,0.0978
PHL,Philippines,East Asia,Economic Fragility,0.000142,0.405582,0.0013,0.01636,0.0635
PHL,Philippines,East Asia,Food Security,0.001131,-1.558715,0.0672,0.017741,0.0731
PHL,Philippines,East Asia,Healthcare,0.00249,-4.893783,0.2786,0.016871,0.0653
PHL,Philippines,East Asia,Political Stability,0.006867,-13.45598,0.3652,0.038126,0.066
POL,Poland,Europe,Climate & Energy,0.003065,-5.496574,0.3419,0.017906,0.092
POL,Poland,Europe,Digital Infrastructure,0.027855,-55.594553,0.9415,0.029228,0.0978
POL,Poland,Europe,Economic Fragility,-0.000165,1.035647,0.0035,0.011827,0.0635
POL,Poland,Europe,Food Security,-0.002011,4.906124,0.289,0.013284,0.0731
POL,Poland,Europe,Healthcare,0.004399,-8.508475,0.6308,0.014173,0.0653
POL,Poland,Europe,Political Stability,0.000526,-0.299908,0.0044,0.03325,0.066
PRT,Portugal,Europe,Climate & Energy,0.001967,-3.281688,0.3229,0.011994,0.092
PRT,Portugal,Europe,Digital Infrastructure,0.035568,-71.032538,0.9948,0.010824,0.0978
PRT,Portugal,Europe,Economic Fragility,-0.000334,1.399145,0.0074,0.016236,0.0635
PRT,Portugal,Europe,Food Security,-0.001095,2.952409,0.0372,0.023451,0.0731
PRT,Portugal,Europe,Healthcare,0.005788,-11.236006,0.9147,0.007443,0.0653
PRT,Portugal,Europe,Political Stability,-0.003572,8.015145,0.2751,0.024418,0.066
PRY,Paraguay,South America,Climate & Energy,0.00228,-3.938876,0.974,0.00157,0.092
PRY,Paraguay,South America,Digital Infrastructure,0.02473,-49.530302,0.955,0.022607,0.0978
PRY,Paraguay,South America,Economic Fragility,0.000346,0.004083,0.0082,0.016043,0.0635
PRY,Paraguay,South America,Food Security,0.008375,-16.035443,0.3565,0.047387,0.0731
PRY,Paraguay,South America,Healthcare,0.006916,-13.734281,0.5927,0.024144,0.0653
PRY,Paraguay,South America,Political Stability,0.011802,-23.22443,0.7619,0.027783,0.066
ROU,Romania,Europe,Climate & Energy,0.003056,-5.482635,0.4554,0.014073,0.092
ROU,Romania,Europe,Digital Infrastructure,0.035321,-70.655831,0.993,0.012497,0.0978
ROU,Romania,Europe,Economic Fragility,0.003463,-6.2791,0.2895,0.022845,0.0635
ROU,Romania,Europe,Food Security,-0.002122,5.119583,0.2172,0.016961,0.0731
ROU,Romania,Europe,Healthcare,0.001576,-2.826815,0.1194,0.018024,0.0653
ROU,Romania,Europe,Political Stability,0.003306,-5.984063,0.258,0.02361,0.066
RUS,Russian Federation,Europe,Climate & Energy,0.003019,-5.406623,0.2478,0.02215,0.092
RUS,Russian Federation,Europe,Digital Infrastructure,0.035329,-70.679108,0.9667,0.027603,0.0978
RUS,Russian Federation,Europe,Economic Fragility,0.003821,-6.998789,0.4956,0.016234,0.0635
RUS,Russian Federation,Europe,Food Security,0.014347,-28.112397,0.5978,0.049557,0.0731
RUS,Russian Federation,Europe,Healthcare,-0.004207,8.921708,0.5892,0.014793,0.0653
RUS,Russian Federation,Europe,Political Stability,0.003913,-7.454352,0.2578,0.027962,0.066
RWA,Rwanda,Africa,Climate & Energy,0.001906,-3.420092,0.0852,0.026309,0.092
RWA,Rwanda,Africa,Digital Infrastructure,0.007039,-14.094623,0.9023,0.009752,0.0978
RWA,Rwanda,Africa,Economic Fragility,0.000449,-0.239552,0.0127,0.016663,0.0635
RWA,Rwanda,Africa,Food Security,-0.000103,0.5829,0.0002,0.034835,0.0731
RWA,Rwanda,Africa,Healthcare,-0.004311,8.827646,0.1363,0.045687,0.0653
RWA,Rwanda,Africa,Political Stability,0.016844,-33.360057,0.8214,0.033081,0.066
SAU,Saudi Arabia,Middle East,Climate & Energy,0.00331,-5.97035,0.2388,0.02489,0.092
SAU,Saudi Arabia,Middle East,Digital Infrastructure,0.043612,-87.305251,0.9616,0.036722,0.0978
SAU,Saudi Arabia,Middle East,Economic Fragility,0.000174,0.353972,0.0014,0.019331,0.0635
SAU,Saudi Arabia,Middle East,Food Security,0.005318,-9.98883,0.2249,0.041572,0.0731
SAU,Saudi Arabia,Middle East,Healthcare,0.006061,-11.990164,0.8983,0.008587,0.0653
SAU,Saudi Arabia,Middle East,Political Stability,-0.004987,10.568636,0.3686,0.027486,0.066
SGP,Singapore,East Asia,Climate & Energy,0.002386,-4.157646,0.1649,0.022609,0.092
SGP,Singapore,East Asia,Digital Infrastructure,0.021966,-43.595466,0.8724,0.035384,0.0978
SGP,Singapore,East Asia,Economic Fragility,0.001098,-1.510112,0.0555,0.01908,0.0635
SGP,Singapore,East Asia,Food Security,-0.001649,4.208529,0.3548,0.009363,0.0731
SGP,Singapore,East Asia,Healthcare,0.004868,-9.617473,0.8574,0.008361,0.0653
SGP,Singapore,East Asia,Political Stability,0.003935,-7.016207,0.6074,0.013322,0.066
SLV,El Salvador,Central America & Caribbean,Climate & Energy,0.004256,-7.950194,0.7033,0.011641,0.092
SLV,El Salvador,Central America & Caribbean,Digital Infrastructure,0.019887,-39.826268,0.9261,0.023662,0.0978
SLV,El Salvador,Central America & Caribbean,Economic Fragility,-0.00037,1.463281,0.0091,0.016252,0.0635
SLV,El Salvador,Central America & Caribbean,Food Security,-0.003064,6.81072,0.2586,0.021849,0.0731
SLV,El Salvador,Central America & Caribbean,Healthcare,-0.00647,13.323791,0.415,0.032349,0.0653
SLV,El Salvador,Central America & Caribbean,Political Stability,-0.003358,7.368682,0.3407,0.019672,0.066
SVK,Slovak Republic,Europe,Climate & Energy,0.002969,-5.316055,0.3445,0.017245,0.092
SVK,Slovak Republic,Europe,Digital Infrastructure,0.029915,-59.656303,0.9599,0.025761,0.0978
SVK,Slovak Republic,Europe,Economic Fragility,0.001373,-2.057362,0.1173,0.015856,0.0635
SVK,Slovak Republic,Europe,Food Security,0.001492,-2.131192,0.3202,0.009154,0.0731
SVK,Slovak Republic,Europe,Healthcare,-0.0003,0.994918,0.0389,0.006278,0.0653
SVK,Slovak Republic,Europe,Political Stability,-0.002287,5.400423,0.1508,0.022854,0.066
SVN,Slovenia,Europe,Climate & Energy,0.001786,-2.920151,0.1963,0.015219,0.092
SVN,Slovenia,Europe,Digital Infrastructure,0.028719,-57.232835,0.9232,0.034891,0.0978
SVN,Slovenia,Europe,Economic Fragility,0.000682,-0.657943,0.0253,0.017817,0.0635
SVN,Slovenia,Europe,Food Security,-1.6e-05,0.901984,0.0,0.01434,0.0731
SVN,Slovenia,Europe,Healthcare,0.003041,-5.759096,0.6173,0.010083,0.0653
SVN,Slovenia,Europe,Political Stability,-0.003755,8.38071,0.6365,0.011952,0.066
SWE,Sweden,Europe,Climate & Energy,0.002262,-3.8725,0.8444,0.004089,0.092
SWE,Sweden,Europe,Digital Infrastructure,0.021722,-42.957446,0.7548,0.05214,0.0978
SWE,Sweden,Europe,Economic Fragility,0.000157,0.405184,0.0034,0.011224,0.0635
SWE,Sweden,Europe,Food Security,-0.002707,6.277842,0.4964,0.011481,0.0731
SWE,Sweden,Europe,Healthcare,0.005595,-10.882953,0.5577,0.020984,0.0653
SWE,Sweden,Europe,Political Stability,-0.005442,11.812322,0.8754,0.008647,0.066
SWZ,Eswatini,Africa,Climate & Energy,0.007027,-13.617039,0.723,0.018316,0.092
SWZ,Eswatini,Africa,Digital Infrastructure,0.013855,-27.737474,0.9162,0.017642,0.0978
SWZ,Eswatini,Africa,Economic Fragility,-0.005829,12.392202,0.334,0.03466,0.0635
SWZ,Eswatini,Africa,Food Security,-5.2e-05,0.640577,0.0,0.043631,0.0731
SWZ,Eswatini,Africa,Healthcare,0.000755,-1.251292,0.003,0.058392,0.0653
SWZ,Eswatini,Africa,Political Stability,-0.003862,8.34043,0.3448,0.022421,0.066
TGO,Togo,Africa,Climate & Energy,0.001659,-2.905408,0.0521,0.029806,0.092
TGO,Togo,Africa,Digital Infrastructure,0.007262,-14.542575,0.7299,0.018602,0.0978
TGO,Togo,Africa,Economic Fragility,-0.001818,4.361415,0.2868,0.012069,0.0635
TGO,Togo,Africa,Food Security,0.008248,-16.068997,0.424,0.040481,0.0731
TGO,Togo,Africa,Healthcare,0.003057,-6.044611,0.2857,0.020357,0.0653
TGO,Togo,Africa,Political Stability,-0.005734,12.051453,0.2508,0.041734,0.066
THA,Thailand,East Asia,Climate & Energy,0.005514,-10.480926,0.7543,0.013251,0.092
THA,Thailand,East Asia,Digital Infrastructure,0.026681,-53.407459,0.9204,0.033042,0.0978
THA,Thailand,East Asia,Economic Fragility,0.001727,-2.763505,0.2302,0.0133,0.0635
THA,Thailand,East Asia,Food Security,0.001968,-3.128855,0.2833,0.013185,0.0731
THA,Thailand,East Asia,Healthcare,0.002538,-4.979829,0.4371,0.012131,0.0653
THA,Thailand,East Asia,Political Stability,-0.004587,9.690447,0.0671,0.072019,0.066
TJK,Tajikistan,Central Asia,Climate & Energy,0.002283,-3.948672,0.4834,0.009941,0.092
TJK,Tajikistan,Central Asia,Digital Infrastructure,0.012241,-24.524155,0.4942,0.052155,0.0978
TJK,Tajikistan,Central Asia,Economic Fragility,-0.007938,16.541861,0.2417,0.059213,0.0635
TJK,Tajikistan,Central Asia,Food Security,0.012611,-24.904493,0.3144,0.078431,0.0731
TJK,Tajikistan,Central Asia,Healthcare,0.000334,-0.380777,0.0365,0.007214,0.0653
TJK,Tajikistan,Central Asia,Political Stability,0.007876,-15.430125,0.6539,0.024132,0.066
TUN,Tunisia,Africa,Climate & Energy,0.00226,-3.903958,0.3072,0.014291,0.092
TUN,Tunisia,Africa,Digital Infrastructure,0.022856,-45.726758,0.9722,0.016281,0.0978
TUN,Tunisia,Africa,Economic Fragility,0.000963,-1.227022,0.083,0.013477,0.0635
TUN,Tunisia,Africa,Food Security,-0.001513,3.848515,0.121,0.01718,0.0731
TUN,Tunisia,Africa,Healthcare,0.005087,-10.042924,0.605,0.017308,0.0653
TUN,Tunisia,Africa,Political Stability,-0.013121,26.934752,0.7075,0.03553,0.066
TUR,Turkiye,Europe,Climate & Energy,0.00262,-4.626144,0.2709,0.018101,0.092
TUR,Turkiye,Europe,Digital Infrastructure,0.028605,-57.208155,0.9877,0.013417,0.0978
TUR,Turkiye,Europe,Economic Fragility,-0.000183,1.012162,0.0005,0.035511,0.0635
TUR,Turkiye,Europe,Food Security,0.001657,-2.443681,0.1208,0.018819,0.0731
TUR,Turkiye,Europe,Healthcare,0.001006,-1.833475,0.4406,0.004776,0.0653
TUR,Turkiye,Europe,Political Stability,-0.006592,13.647291,0.384,0.035162,0.066
UKR,Ukraine,Europe,Climate & Energy,0.002513,-4.422506,0.2492,0.018371,0.092
UKR,Ukraine,Europe,Digital Infrastructure,0.02983,-59.737964,0.9615,0.025121,0.0978
UKR,Ukraine,Europe,Economic Fragility,0.004573,-8.500626,0.2347,0.034773,0.0635
UKR,Ukraine,Europe,Food Security,-0.003535,7.946163,0.4116,0.017798,0.0731
UKR,Ukraine,Europe,Healthcare,0.000244,-0.057283,0.0053,0.014149,0.0653
UKR,Ukraine,Europe,Political Stability,-0.017412,35.463972,0.5335,0.068574,0.066
URY,Uruguay,South America,Climate & Energy,0.002307,-3.933945,0.6863,0.006568,0.092
URY,Uruguay,South America,Digital Infrastructure,0.035359,-70.688729,0.9716,0.025481,0.0978
URY,Uruguay,South America,Economic Fragility,-9.6e-05,0.894283,0.0005,0.019073,0.0635
URY,Uruguay,South America,Food Security,-0.001733,4.268268,0.0417,0.034982,0.0731
URY,Uruguay,South America,Healthcare,-0.002623,5.607003,0.0546,0.045967,0.0653
URY,Uruguay,South America,Political Stability,0.002811,-4.840036,0.4843,0.012217,0.066
USA,United States,North America,Climate & Energy,0.001448,-2.232298,0.0845,0.020085,0.092
USA,United States,North America,Digital Infrastructure,0.023598,-46.833477,0.9228,0.028744,0.0978
USA,United States,North America,Economic Fragility,-0.000177,1.074182,0.0057,0.009822,0.0635
USA,United States,North America,Food Security,-0.00167,4.264262,0.4682,0.007498,0.0731
USA,United States,North America,Healthcare,0.005764,-11.067256,0.2206,0.045631,0.0653
USA,United States,North America,Political Stability,-0.003335,7.403096,0.1205,0.037942,0.066
UZB,Uzbekistan,Central Asia,Climate & Energy,0.000965,-1.343491,0.0649,0.015428,0.092
UZB,Uzbekistan,Central Asia,Digital Infrastructure,0.03094,-62.007672,0.8633,0.051853,0.0978
UZB,Uzbekistan,Central Asia,Economic Fragility,0.013228,-26.049664,0.6514,0.040751,0.0635
UZB,Uzbekistan,Central Asia,Food Security,0.005234,-9.685812,0.0847,0.072032,0.0731
UZB,Uzbekistan,Central Asia,Healthcare,-0.000769,1.841616,0.04,0.015855,0.0653
UZB,Uzbekistan,Central Asia,Political Stability,0.014345,-28.405614,0.7322,0.036538,0.066
VNM,Viet Nam,East Asia,Climate & Energy,0.007988,-15.466741,0.8992,0.011261,0.092
VNM,Viet Nam,East Asia,Digital Infrastructure,0.028477,-57.013572,0.9701,0.021066,0.0978
VNM,Viet Nam,East Asia,Economic Fragility,0.000759,-0.851126,0.081,0.01077,0.0635
VNM,Viet Nam,East Asia,Food Security,0.003257,-5.765941,0.5687,0.011946,0.0731
VNM,Viet Nam,East Asia,Healthcare,0.002433,-4.74565,0.52,0.009844,0.0653
VNM,Viet Nam,East Asia,Political Stability,-0.004019,8.739797,0.628,0.013025,0.066
ZMB,Zambia,Africa,Climate & Energy,-0.001856,4.183698,0.0558,0.032155,0.092
ZMB,Zambia,Africa,Digital Infrastructure,0.006213,-12.44473,0.7462,0.015261,0.0978
ZMB,Zambia,Africa,Economic Fragility,0.002472,-4.310729,0.4353,0.011858,0.0635
ZMB,Zambia,Africa,Food Security,0.007022,-13.636474,0.2359,0.053221,0.0731
ZMB,Zambia,Africa,Healthcare,-0.000585,1.3379,0.0076,0.028182,0.0653
ZMB,Zambia,Africa,Political Stability,-0.000371,1.408592,0.0025,0.031233,0.066
